
Validation Epoch: Epoch loss: 0.0086, Accuracy: 1677/1680 (99.821%)

Validation Epoch: Epoch loss: 0.0066, Accuracy: 1676/1680 (99.762%)

Validation Epoch: Epoch loss: 0.0133, Accuracy: 1671/1680 (99.464%)

Validation Epoch: Epoch loss: 0.0173, Accuracy: 1670/1680 (99.405%)

Validation Epoch: Epoch loss: 0.0280, Accuracy: 1662/1680 (98.929%)

Validation Epoch: Epoch loss: 0.0087, Accuracy: 1676/1680 (99.762%)

Validation Epoch: Epoch loss: 0.0247, Accuracy: 1665/1680 (99.107%)

Validation Epoch: Epoch loss: 0.0108, Accuracy: 1674/1680 (99.643%)

